0x0A, 0x01, 0x400B, 0x14000, 0x17FFF, 0x1400B, "text"
0x0A, 0x03, 0x54FD, 0x14000, 0x17FFF, 0x154FD
0x0A, 0x05, 0x6A6F, 0x14000, 0x17FFF, 0x16A6F
0x0A, 0x07, 0x6C29, 0x14000, 0x17FFF, 0x16C29
0x0A, 0x09, 0x75C1, 0x14000, 0x17FFF, 0x175C1
0x0C, 0x01, 0x4019, 0x18000, 0x1BFFF, 0x18019
0x0C, 0x03, 0x4462, 0x18000, 0x1BFFF, 0x18462
0x0C, 0x05, 0x4C61, 0x18000, 0x1BFFF, 0x18C61 
0x0C, 0x07, 0x5147, 0x18000, 0x1BFFF, 0x19147
0x0C, 0x09, 0x5927, 0x18000, 0x1BFFF, 0x19927
0x0C, 0x0B, 0x5C16, 0x18000, 0x1BFFF, 0x19C16
0x0C, 0x0D, 0x634B, 0x18000, 0x1BFFF, 0x1A34B
0x0C, 0x0F, 0x6E17, 0x18000, 0x1BFFF, 0x1AE17
0x0C, 0x11, 0x6EA2, 0x18000, 0x1BFFF, 0x1AEA2
0x0C, 0x13, 0x71D5, 0x18000, 0x1BFFF, 0x1B1D5
0x0C, 0x15, 0x75DB, 0x18000, 0x1BFFF, 0x1B5D8
0x0C, 0x17, 0x78CE, 0x18000, 0x1BFFF, 0x1B8CE
0x0E, 0x01, 0x4011, 0x1C000, 0x1FFFF, 0x1C011
0x0E, 0x03, 0x4B4C, 0x1C000, 0x1FFFF, 0x1CB4C
0x0E, 0x05, 0x4EED, 0x1C000, 0x1FFFF, 0x1CEED
0x0E, 0x07, 0x5373, 0x1C000, 0x1FFFF, 0x1D373
0x0E, 0x09, 0x55B2, 0x1C000, 0x1FFFF, 0x1D5B2
0x0E, 0x0B, 0x5C86, 0x1C000, 0x1FFFF, 0x1DC86
0x0E, 0x0D, 0x6BFF, 0x1C000, 0x1FFFF, 0x1EBFF
0x0E, 0x0F, 0x70EC, 0x1C000, 0x1FFFF, 0x1F0EC
0x14, 0x01, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x03, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x05, 0x6DA4, 0x28000, 0x2BFFF, 0x2ADA4
0x14, 0x07, 0x6E36, 0x28000, 0x2BFFF, 0x2AE36
0x14, 0x09, 0x6E65, 0x28000, 0x2BFFF, 0x2AE65
0x14, 0x0b, 0x6EB7, 0x28000, 0x2BFFF, 0x2AEB7
0x14, 0x0d, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x0f, 0x6F0E, 0x28000, 0x2BFFF, 0x2AF0E
0x14, 0x11, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x13, 0x6F3D, 0x28000, 0x2BFFF, 0x2AF3D
0x14, 0x15, 0x705E, 0x28000, 0x2BFFF, 0x2B05E
0x14, 0x17, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x19, 0x7084, 0x28000, 0x2BFFF, 0x2B084
0x14, 0x1b, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x1d, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x1f, 0x7145, 0x28000, 0x2BFFF, 0x2B145
0x14, 0x21, 0x7171, 0x28000, 0x2BFFF, 0x2B171
0x14, 0x23, 0x7202, 0x28000, 0x2BFFF, 0x2B202
0x14, 0x25, 0x7237, 0x28000, 0x2BFFF, 0x2B237
0x14, 0x27, 0x72B2, 0x28000, 0x2BFFF, 0x2B2B2
0x14, 0x29, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x2b, 0x730E, 0x28000, 0x2BFFF, 0x2B30E
0x14, 0x2d, 0x73DF, 0x28000, 0x2BFFF, 0x2B3DF
0x14, 0x2f, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x31, 0x7420, 0x28000, 0x2BFFF, 0x2B420
0x14, 0x33, 0x7481, 0x28000, 0x2BFFF, 0x2B481
0x14, 0x35, 0x74AA, 0x28000, 0x2BFFF, 0x2B4AA
0x14, 0x37, 0x74BD, 0x28000, 0x2BFFF, 0x2B4BD
0x14, 0x39, 0x74D4, 0x28000, 0x2BFFF, 0x2B4D4
0x14, 0x3b, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x3d, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x3f, 0x7542, 0x28000, 0x2BFFF, 0x2B542
0x14, 0x41, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x43, 0x7574, 0x28000, 0x2BFFF, 0x2B574
0x14, 0x45, 0x75B4, 0x28000, 0x2BFFF, 0x2B5B4
0x14, 0x47, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x49, 0x75F7, 0x28000, 0x2BFFF, 0x2B5F7
0x14, 0x4b, 0x7649, 0x28000, 0x2BFFF, 0x2B649
0x14, 0x4d, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x4f, 0x766F, 0x28000, 0x2BFFF, 0x2B66F
0x14, 0x51, 0x76F4, 0x28000, 0x2BFFF, 0x2B6F4
0x14, 0x53, 0x77B4, 0x28000, 0x2BFFF, 0x2B7B4
0x14, 0x55, 0x77CF, 0x28000, 0x2BFFF, 0x2B7CF
0x14, 0x57, 0x77CF, 0x28000, 0x2BFFF, 0x2B7CF
0x14, 0x59, 0x6D95, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x5b, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x5d, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x5f, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x61, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x63, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x65, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x67, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x69, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x6b, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x6d, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x6f, 0x77DA, 0x28000, 0x2BFFF, 0x2B7DA
0x14, 0x71, 0x6D95, 0x28000, 0x2BFFF, 0x2AD95
0x14, 0x73, 0x77FA, 0x28000, 0x2BFFF, 0x2B7FA
0x14, 0x75, 0x786C, 0x28000, 0x2BFFF, 0x2B86C
0x14, 0x77, 0x78C1, 0x28000, 0x2BFFF, 0x2B8C1
0x14, 0x79, 0x78E4, 0x28000, 0x2BFFF, 0x288E4
0x14, 0x7b, 0x790C, 0x28000, 0x2BFFF, 0x2B90C
0x14, 0x7d, 0x6D93, 0x28000, 0x2BFFF, 0x2AD93
0x14, 0x7f, 0x793D, 0x28000, 0x2BFFF, 0x2B93D
0x14, 0x81, 0x6A15, 0x28000, 0x2BFFF, 0x2AA15
0x14, 0x83, 0x4085, 0x28000, 0x2BFFF, 0x28085